REF_DATE;GEO;DGUID;Custodial and community supervision;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
2016/2017;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;203.4;;;;1
2016/2017;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;;..;;;1
2016/2017;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;460.3;;;;1
2016/2017;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;72.04;;;;2
2016/2017;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;;..;;;1
2016/2017;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;;..;;;1
2016/2017;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;;..;;;1
2016/2017;New Brunswick;2016A000213;Provincial parole, community supervision;Persons;249;units;0;v111900018;5.10;;..;;;1
2016/2017;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;;..;;;2
2016/2017;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;5068.3;;;;1
2016/2017;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;2781.3;;;;1
2016/2017;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;2287.0;;;;1
2016/2017;Quebec;2016A000224;Other statuses, actual-in count;Persons;249;units;0;v21536851;6.4;0.0;;;;1
2016/2017;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;5372.8;;;;1
2016/2017;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;74.71;;;;2
2016/2017;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;13473.5;;;;1
2016/2017;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;11229.8;;;;1
2016/2017;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;1542.8;;;;1
2016/2017;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;701.0;;;;1
2016/2017;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;165.53;;;;2
2016/2017;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7699.3;;;;1
2016/2017;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;2288.1;;;;1
2016/2017;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;5254.0;;;;1
2016/2017;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;157.2;;;;1
2016/2017;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8527.3;;;;1
2016/2017;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;68.19;;;;2
2016/2017;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;43074.1;;;;1
2016/2017;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;40823.8;;;;1
2016/2017;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;2045.2;;;;1
2016/2017;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;205.1;;;;1
2016/2017;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;361.56;;;;2
2016/2017;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;2454.4;;;;1
2016/2017;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;790.1;;;;1
2016/2017;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;1664.3;;;;1
2016/2017;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;;..;;;1
2016/2017;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;2454.4;;;;1
2016/2017;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;240.36;;;;2
2016/2017;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;7165.9;;;;1
2016/2017;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;6702.0;;;;1
2016/2017;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;463.9;;;;1
2016/2017;Manitoba;2016A000246;Provincial parole, community supervision;Persons;249;units;0;v111900019;8.10;;..;;;1
2016/2017;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;656.33;;;;2
2016/2017;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1900.2;;;;1
2016/2017;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;1015.3;;;;1
2016/2017;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;884.8;;;;1
2016/2017;Saskatchewan;2016A000247;Other statuses, actual-in count;Persons;249;units;0;v111900020;9.4;;..;;;1
2016/2017;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1919.2;;;;1
2016/2017;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;214.17;;;;2
2016/2017;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;5378.1;;;;1
2016/2017;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;4216.7;;;;1
2016/2017;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;1161.4;;;;1
2016/2017;Saskatchewan;2016A000247;Provincial parole, community supervision;Persons;249;units;0;v111900021;9.10;;..;;;1
2016/2017;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;475.28;;;;2
2016/2017;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;3825.7;;;;1
2016/2017;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1036.0;;;;1
2016/2017;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;2682.0;;;;1
2016/2017;Alberta;2016A000248;Other statuses, actual-in count;Persons;249;units;0;v111900022;10.4;107.7;;;;1
2016/2017;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;4136.3;;;;1
2016/2017;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;115.46;;;;2
2016/2017;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;7706.3;;;;1
2016/2017;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;6939.0;;;;1
2016/2017;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;767.3;;;;1
2016/2017;Alberta;2016A000248;Provincial parole, community supervision;Persons;249;units;0;v111900023;10.10;;..;;;1
2016/2017;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;209.43;;;;2
2016/2017;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;2733.8;;;;1
2016/2017;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;953.2;;;;1
2016/2017;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;1757.9;;;;1
2016/2017;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;22.8;;;;1
2016/2017;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;2830.1;;;;1
2016/2017;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;69.91;;;;2
2016/2017;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;12552.8;;;;1
2016/2017;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;11511.0;;;;1
2016/2017;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;1041.8;;;;1
2016/2017;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;;..;;;1
2016/2017;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;294.34;;;;2
2016/2017;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;83.4;;;;1
2016/2017;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;36.6;;;;1
2016/2017;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;46.8;;;;1
2016/2017;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;;..;;;1
2016/2017;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;83.4;;;;1
2016/2017;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;273.13;;;;2
2016/2017;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;359.3;;;;1
2016/2017;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;319.5;;;;1
2016/2017;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;39.8;;;;1
2016/2017;Yukon;2016A000260;Provincial parole, community supervision;Persons;249;units;0;v111900024;12.10;;..;;;1
2016/2017;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;1045.86;;;;2
2016/2017;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;183.6;;;;1
2016/2017;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;78.3;;;;1
2016/2017;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;105.3;;;;1
2016/2017;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;0.0;;;;1
2016/2017;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;183.6;;;;1
2016/2017;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;546.61;;;;2
2016/2017;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;384.6;;;;1
2016/2017;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;361.2;;;;1
2016/2017;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;23.4;;;;1
2016/2017;Northwest Territories;2016A000261;Provincial parole, community supervision;Persons;249;units;0;v111900025;14.10;;..;;;1
2016/2017;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;1075.35;;;;2
2016/2017;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;137.5;;;;1
2016/2017;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;62.2;;;;1
2016/2017;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;71.2;;;;1
2016/2017;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;4.2;;;;1
2016/2017;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;139.5;;;;1
2016/2017;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;578.87;;;;2
2016/2017;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;731.8;;;;1
2016/2017;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;679.0;;;;1
2016/2017;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;51.8;;;;1
2016/2017;Nunavut;2016A000262;Provincial parole, community supervision;Persons;249;units;0;v111900026;15.10;1.0;;;;1
2016/2017;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;2858.59;;;;2
2017/2018;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;24680.5;;;;1
2017/2018;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;9545.2;;;;1
2017/2018;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;14832.7;;;;1
2017/2018;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;302.6;;;;1
2017/2018;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;26469.2;;;;1
2017/2018;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;83.88;;;;2
2017/2018;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;94904.0;;;;1
2017/2018;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;87341.6;;;;1
2017/2018;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;6528.9;;;;1
2017/2018;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;1033.5;;;;1
2017/2018;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;312.23;;;;2
2017/2018;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;342.3;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;184.9;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;157.4;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;0.0;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;394.3;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536813;2.6;78.18;;;;2
2017/2018;Newfoundland and Labrador;2016A000210;Total community supervision count;Persons;249;units;0;v21536814;2.7;1551.7;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Probation, community supervision;Persons;249;units;0;v21536815;2.8;1451.5;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Conditional sentence, community supervision;Persons;249;units;0;v21536816;2.9;100.2;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Provincial parole, community supervision;Persons;249;units;0;v111900015;2.10;0.0;;;;1
2017/2018;Newfoundland and Labrador;2016A000210;Probation rates per 100,000 adults;Rate;257;units;0;v21536817;2.11;331.49;;;;2
2017/2018;Prince Edward Island;2016A000211;Total actual-in count;Persons;249;units;0;v21536818;3.1;88.0;;;;1
2017/2018;Prince Edward Island;2016A000211;Sentenced, actual-in count;Persons;249;units;0;v21536819;3.2;62.1;;;;1
2017/2018;Prince Edward Island;2016A000211;Remand, actual-in count;Persons;249;units;0;v21536820;3.3;22.5;;;;1
2017/2018;Prince Edward Island;2016A000211;Other statuses, actual-in count;Persons;249;units;0;v21536821;3.4;3.4;;;;1
2017/2018;Prince Edward Island;2016A000211;On-register count;Persons;249;units;0;v21536822;3.5;89.2;;;;1
2017/2018;Prince Edward Island;2016A000211;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536823;3.6;72.38;;;;2
2017/2018;Prince Edward Island;2016A000211;Total community supervision count;Persons;249;units;0;v21536824;3.7;705.3;;;;1
2017/2018;Prince Edward Island;2016A000211;Probation, community supervision;Persons;249;units;0;v21536825;3.8;705.0;;;;1
2017/2018;Prince Edward Island;2016A000211;Conditional sentence, community supervision;Persons;249;units;0;v21536826;3.9;0.3;;;;1
2017/2018;Prince Edward Island;2016A000211;Provincial parole, community supervision;Persons;249;units;0;v111900016;3.10;;..;;;1
2017/2018;Prince Edward Island;2016A000211;Probation rates per 100,000 adults;Rate;257;units;0;v21536827;3.11;579.75;;;;2
2017/2018;Nova Scotia;2016A000212;Total actual-in count;Persons;249;units;0;v21536828;4.1;469.7;;;;1
2017/2018;Nova Scotia;2016A000212;Sentenced, actual-in count;Persons;249;units;0;v21536829;4.2;158.0;;;;1
2017/2018;Nova Scotia;2016A000212;Remand, actual-in count;Persons;249;units;0;v21536830;4.3;289.0;;;;1
2017/2018;Nova Scotia;2016A000212;Other statuses, actual-in count;Persons;249;units;0;v21536831;4.4;22.7;;;;1
2017/2018;Nova Scotia;2016A000212;On-register count;Persons;249;units;0;v21536832;4.5;522.7;;;;1
2017/2018;Nova Scotia;2016A000212;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536833;4.6;59.78;;;;2
2017/2018;Nova Scotia;2016A000212;Total community supervision count;Persons;249;units;0;v21536834;4.7;;..;;;1
2017/2018;Nova Scotia;2016A000212;Probation, community supervision;Persons;249;units;0;v21536835;4.8;;..;;;1
2017/2018;Nova Scotia;2016A000212;Conditional sentence, community supervision;Persons;249;units;0;v21536836;4.9;;..;;;1
2017/2018;Nova Scotia;2016A000212;Provincial parole, community supervision;Persons;249;units;0;v111900017;4.10;;..;;;1
2017/2018;Nova Scotia;2016A000212;Probation rates per 100,000 adults;Rate;257;units;0;v21536837;4.11;;..;;;2
2017/2018;New Brunswick;2016A000213;Total actual-in count;Persons;249;units;0;v21536838;5.1;472.2;;;;1
2017/2018;New Brunswick;2016A000213;Sentenced, actual-in count;Persons;249;units;0;v21536839;5.2;256.4;;;;1
2017/2018;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;215.8;;;;1
2017/2018;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;;..;;;1
2017/2018;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;483.9;;;;1
2017/2018;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;74.78;;;;2
2017/2018;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;;..;;;1
2017/2018;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;;..;;;1
2017/2018;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;;..;;;1
2017/2018;New Brunswick;2016A000213;Provincial parole, community supervision;Persons;249;units;0;v111900018;5.10;;..;;;1
2017/2018;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;;..;;;2
2017/2018;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;4835.6;;;;1
2017/2018;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;2770.4;;;;1
2017/2018;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;2065.2;;;;1
2017/2018;Quebec;2016A000224;Other statuses, actual-in count;Persons;249;units;0;v21536851;6.4;0.0;;;;1
2017/2018;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;5183.3;;;;1
2017/2018;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;71.68;;;;2
2017/2018;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;14305.0;;;;1
2017/2018;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;12040.9;;;;1
2017/2018;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;1472.4;;;;1
2017/2018;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;791.7;;;;1
2017/2018;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;178.48;;;;2
2017/2018;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7473.7;;;;1
2017/2018;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;2259.6;;;;1
2017/2018;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;5081.7;;;;1
2017/2018;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;132.4;;;;1
2017/2018;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8501.7;;;;1
2017/2018;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;65.91;;;;2
2017/2018;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;43009.8;;;;1
2017/2018;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;40675.3;;;;1
2017/2018;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;2092.6;;;;1
2017/2018;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;241.8;;;;1
2017/2018;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;358.72;;;;2
2017/2018;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;2399.8;;;;1
2017/2018;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;746.7;;;;1
2017/2018;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;1653.1;;;;1
2017/2018;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;;..;;;1
2017/2018;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;2399.8;;;;1
2017/2018;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;232.73;;;;2
2017/2018;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;7053.1;;;;1
2017/2018;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;6693.0;;;;1
2017/2018;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;360.1;;;;1
2017/2018;Manitoba;2016A000246;Provincial parole, community supervision;Persons;249;units;0;v111900019;8.10;0.0;;;;1
2017/2018;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;649.10;;;;2
2017/2018;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1884.4;;;;1
2017/2018;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;965.8;;;;1
2017/2018;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;917.4;;;;1
2017/2018;Saskatchewan;2016A000247;Other statuses, actual-in count;Persons;249;units;0;v111900020;9.4;1.2;;;;1
2017/2018;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1884.4;;;;1
2017/2018;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;212.95;;;;2
2017/2018;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;5974.8;;;;1
2017/2018;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;5010.8;;;;1
2017/2018;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;963.9;;;;1
2017/2018;Saskatchewan;2016A000247;Provincial parole, community supervision;Persons;249;units;0;v111900021;9.10;0.0;;;;1
2017/2018;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;566.28;;;;2
2017/2018;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;3706.9;;;;1
2017/2018;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1074.5;;;;1
2017/2018;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;2518.4;;;;1
2017/2018;Alberta;2016A000248;Other statuses, actual-in count;Persons;249;units;0;v111900022;10.4;114.0;;;;1
2017/2018;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;3999.6;;;;1
2017/2018;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;112.49;;;;2
2017/2018;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;8648.7;;;;1
2017/2018;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7931.8;;;;1
2017/2018;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;716.8;;;;1
2017/2018;Alberta;2016A000248;Provincial parole, community supervision;Persons;249;units;0;v111900023;10.10;0.0;;;;1
2017/2018;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;240.70;;;;2
2017/2018;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;2620.7;;;;1
2017/2018;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;903.1;;;;1
2017/2018;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;1692.1;;;;1
2017/2018;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;25.5;;;;1
2017/2018;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;2620.7;;;;1
2017/2018;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;64.56;;;;2
2017/2018;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;12579.8;;;;1
2017/2018;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;11826.4;;;;1
2017/2018;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;753.3;;;;1
2017/2018;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;0.0;;;;1
2017/2018;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;291.33;;;;2
2017/2018;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;59.2;;;;1
2017/2018;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;22.4;;;;1
2017/2018;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;36.8;;;;1
2017/2018;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;0.0;;;;1
2017/2018;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;59.2;;;;1
2017/2018;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;186.41;;;;2
2017/2018;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;;..;;;1
2017/2018;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;;..;;;1
2017/2018;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;;..;;;1
2017/2018;Yukon;2016A000260;Provincial parole, community supervision;Persons;249;units;0;v111900024;12.10;;..;;;1
2017/2018;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;;..;;;2
2017/2018;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;176.3;;;;1
