FID;INSTAL_COD;INSTAL_NOM;INSTAL_N_1;ETAB_CODE;ETAB_NOM;ETAB_NOM_A;RSS_CODE;RSS_NOM;ADRESSE;CASE_POST;CODE_POSTA;TELEPHONE;MUN_CODE;MUN_NOM;CLSC_CODE;CLSC_NOM;MRC_CODE;MRC_NOM;RLS_CODE;RLS_NOM;RUIS_CODE;RUIS_NOM;STATUT_COD;MD_CONS_CO;MD_FINAN_C;DESIGN_MIN;INSTANCE;DATE_INCOR;DATE_OUVER;LONGITUDE;LATITUDE;CHPSY;CHSGS;CHSLD;CLSC;CPEJ;CRDITED;CRDPA;CRDPM;CRDPV;CRDPL;CRJDA;CRMDA;CRD;Y;X
1291;52328531;SOUS-RÉGION DE LA SARRE;SOUS-RÉGION DE LA SARRE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;74, 8e Avenue Est; ;J9Z1N6;(819) 333-9198;87090;La Sarre;8111;Abitibi-Ouest;870;Abitibi-Ouest;811;RLS de l'Abitibi-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1981/04/07 00:00:00+00;-79.200907;48.801135;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-79.2009070004123;48.8011350001098
1292;52328713;CLSC DE LA TABATIÈRE;CLSC DE LA TABATIÈRE;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;40, route Mécatina, La Tabatière; ;G0G1T0;(418) 773-2232;98014;Gros-Mécatina;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1981/04/07 00:00:00+00;-58.966116;50.833094;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-58.9661160007199;50.8330939997911
1293;52328721;CLSC DE SAINT-AUGUSTIN;CLSC DE SAINT-AUGUSTIN;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;264, avenue du Plateau; ;G0G2R0;(418) 947-2321;98012;Saint-Augustin;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1981/04/07 00:00:00+00;-58.643136;51.223354;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-58.6431359999572;51.2233540003762
1294;52328739;CLSC DE RIVIÈRE-SAINT-PAUL;CLSC DE RIVIÈRE-SAINT-PAUL;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;321, boul. Bonne-Espérance, Riv.-Saint-; ;G0G2P0;(418) 379-2244;98010;Bonne-Espérance;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1981/04/07 00:00:00+00;-57.709977;51.475099;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-57.7099769999322;51.4750990001638
1295;52331568;CENTRE D'HÉBERGEMENT SAINT-EUSÈBE;CENTRE D'HÉBERGEMENT SAINT-EUSÈBE;11045275;Centre intégré de santé et de services sociaux de Lanaudière;CISSS DE LANAUDIÈRE;14;Lanaudière;585, boulevard Manseau; ;J6E3E5;(450) 759-8222;61025;Joliette;14113;Joliette;610;Joliette;1411;RLS de Lanaudière-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;1981/04/01 00:00:00+00;-73.441489;46.023313;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.4414889995072;46.0233130000205
1296;52333051;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE REPENTIGNY;CRDI-TSA DE REPENTIGNY;11045275;Centre intégré de santé et de services sociaux de Lanaudière;CISSS DE LANAUDIÈRE;14;Lanaudière;625, rue Leclerc; ;J6A2E4;(450) 585-7811;60013;Repentigny;14122;L'Assomption;600;L'Assomption;1412;RLS de Lanaudière-Sud;2;RUIS Université de Montréal;1;2;1; ;N;;1981/04/01 00:00:00+00;-73.444611;45.754359;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.444611000522;45.7543589998382
1297;52336013;CENTRE D'HÉBERGEMENT DES CHUTES;CENTRE D'HÉBERGEMENT DES CHUTES;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;700, boulevard des Chutes; ;G1E2B7;(418) 663-9934;23027;Québec;3133;Beauport;230;Québec;313;RLS de Québec-Nord;1;RUIS Université Laval;1;2;1; ;N;;1981/04/01 00:00:00+00;-71.187831;46.857107;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.1878310002312;46.8571070003704
1298;52336021;CENTRE D'HÉBERGEMENT YVONNE-SYLVAIN;CENTRE D'HÉBERGEMENT YVONNE-SYLVAIN;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;3365, rue Guimont; ;G1E2H1;(418) 663-8171;23027;Québec;3133;Beauport;230;Québec;313;RLS de Québec-Nord;1;RUIS Université Laval;1;2;1; ;N;;1981/04/01 00:00:00+00;-71.209709;46.854272;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2097090002854;46.854272000422
1299;52360419;CLSC DE DISRAELI;CLSC DE DISRAELI;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;245, avenue Montcalm; ;G0N1E0;(418) 449-3513;31015;Disraeli;12121;Les Appalaches;310;Les Appalaches;1212;RLS de la région de Thetford;1;RUIS Université Laval;1;2;1; ;N;;1981/06/26 00:00:00+00;-71.355201;45.899003;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.3552009998781;45.8990029999223
1300;52366028;CLSC DE DÉGELIS;CLSC DE DÉGELIS;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;103, 7e Rue Est; ;G5T1Y6;(418) 853-2572;13005;Dégelis;1131;Témiscouata;130;Témiscouata;113;RLS de Témiscouata;1;RUIS Université Laval;1;2;1; ;N;;1981/07/08 00:00:00+00;-68.642451;47.548213;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-68.6424509997425;47.5482129999091
1301;52366036;CLSC DE GASCONS;CLSC DE GASCONS;11045242;Centre intégré de santé et de services sociaux de la Gaspésie;CISSS DE LA GASPÉSIE;11;Gaspésie–Îles-de-la-Madeleine;63, Route 132;case postale 39;G0C1P0;(418) 396-2161;2047;Port-Daniel--Gascons;11141;Pabok;20;Le Rocher-Percé;1114;RLS du Rocher-Percé;1;RUIS Université Laval;1;2;1; ;N;;1981/07/08 00:00:00+00;-64.864575;48.193555;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-64.8645750005512;48.1935550004329
1302;52366564;CHSLD FRANÇOIS-SÉGUENOT;CHSLD FRANÇOIS-SÉGUENOT;11045200;Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal;CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;13950, rue Notre-Dame Est; ;H1A1T5;(514) 642-7741;66023;Montréal;6523;Pointe-aux-Trembles;660;Montréal;652;RLS de Rivière-des-Prairies - Anjou - Montréal-Est;2;RUIS Université de Montréal;1;2;1; ;N;;1981/07/10 00:00:00+00;-73.493525;45.666873;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.4935250003572;45.666872999719
1303;52388048;CLSC DE SAYABEC;CLSC DE SAYABEC;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;7, boulevard Joubert Ouest; ;G0J3K0;(418) 536-5404;7085;Sayabec;1181;La Matapédia;70;La Matapédia;118;RLS de La Matapédia;1;RUIS Université Laval;1;2;1; ;N;;1981/09/16 00:00:00+00;-67.687196;48.564506;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-67.6871960002695;48.5645059998894
1304;52389285;CENTRE D'ACTIVITÉS DE JOUR SUD-OUEST;CENTRE D'ACTIVITÉS DE JOUR SUD-OUEST;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;2027, rue Lapierre; ;H8N1B1;(514) 363-1661;66023;Montréal;6122;Lasalle;660;Montréal;612;RLS de Dorval - Lachine - Lasalle;3;RUIS Université McGill;1;2;1; ;N;;1981/09/21 00:00:00+00;-73.614382;45.4371;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.6143820003754;45.4370999998368
1305;52393758;CLSC PARTHENAIS ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DES FAUBOURGS;CLSC PARTHENAIS ET GMFU DES FAUBOURGS;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;2260, rue Parthenais; ;H2K3T5;(514) 527-2361;66023;Montréal;6323;Montréal - Centre-Sud;660;Montréal;632;RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc;2;RUIS Université de Montréal;1;2;1; ;N;;1981/09/28 00:00:00+00;-73.560069;45.531013;Non;Oui;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5600689994607;45.5310130004487
1306;52394152;CLSC DE POINTE-À-LA-CROIX;CLSC DE POINTE-À-LA-CROIX;11045242;Centre intégré de santé et de services sociaux de la Gaspésie;CISSS DE LA GASPÉSIE;11;Gaspésie–Îles-de-la-Madeleine;48, boulevard Interprovincial;case postale 389;G0C1L0;(418) 788-5454;6030;Pointe-à-la-Croix;11111;Avignon;60;Avignon;1111;RLS de la Baie-des-Chaleurs;1;RUIS Université Laval;1;2;1; ;N;;1981/09/30 00:00:00+00;-66.693122;48.019513;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-66.6931219998956;48.0195130001686
1307;52395555;ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE L'AÉROPORT;ATELIER DE TRAVAIL DI ET TSA DE L'AÉROPORT;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;640, route de l'Aéroport; ;G8H2M9;(418) 275-1328;91025;Roberval;2111;Domaine-du-Roy;910;Le Domaine-du-Roy;211;RLS du Domaine-du-Roy;1;RUIS Université Laval;1;2;1; ;N;;1981/10/06 00:00:00+00;-72.252334;48.528958;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.252334000667;48.5289580003157
1308;52411527;CLSC DE BEAUHARNOIS;CLSC DE BEAUHARNOIS;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;142, rue Saint-Laurent; ;J6N1V9;(450) 429-6455;70022;Beauharnois;16321;Valleyfield-Beauharnois;700;Beauharnois-Salaberry;1632;RLS du Suroît;3;RUIS Université McGill;1;2;1; ;N;;1981/11/13 00:00:00+00;-73.877738;45.31471;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.8777380003276;45.3147099998021
1309;52437613;CLSC DE MUTTON BAY;CLSC DE MUTTON BAY;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;46, route Mécatina, Mutton Bay; ;G0G2C0;(418) 773-2212;98014;Gros-Mécatina;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1982/01/12 00:00:00+00;-59.026923;50.774191;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-59.0269229995699;50.7741909997333
1310;52437621;CLSC DE KEGASKA;CLSC DE KEGASKA;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;90, chemin Normand, Kegaska; ;G0G1S0;(418) 726-3382;98015;Côte-Nord-du-Golfe-du-Saint-Laurent;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1982/01/12 00:00:00+00;-61.272215;50.188766;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-61.272214999846;50.1887659997427
1311;52437647;CLSC DE CHEVERY;CLSC DE CHEVERY;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;16, chemin Netagamiou, Chevery; ;G0G1G0;(418) 787-2277;98015;Côte-Nord-du-Golfe-du-Saint-Laurent;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1982/01/12 00:00:00+00;-59.635462;50.465043;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-59.6354620001734;50.4650430004517
1312;52437654;CLSC DE TÊTE-À-LA-BALEINE;CLSC DE TÊTE-À-LA-BALEINE;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;23, rue des Cormorans, Tête-à-la-Balei; ;G0G2W0;(418) 242-2112;98015;Côte-Nord-du-Golfe-du-Saint-Laurent;9161;Basse Côte-Nord;982;Le Golfe-du-Saint-Laurent;916;RLS de la Basse-Côte-Nord;1;RUIS Université Laval;1;2;1; ;N;;1982/01/12 00:00:00+00;-59.32381;50.700746;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-59.3238100005962;50.7007459999073
1313;52454998;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LÉVIS;CPEJ ET CRJDA DE LÉVIS;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;200, rue Monseigneur-Bourget; ;G6V2Y9;(418) 835-3444;25213;Lévis;12113;Desjardins;251;Lévis;1211;RLS Alphonse-Desjardins;1;RUIS Université Laval;1;2;1; ;N;;1981/03/31 00:00:00+00;-71.154614;46.816796;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Non;Non;-71.1546140003338;46.8167960001811
1314;52455003;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-ROMUALD;FOYER DE GROUPE POUR JDA DE SAINT-ROMUALD;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;253, rue Garnier; ;G6W3N7;(418) 834-5773;25213;Lévis;12112;Les Chutes-de-la-Chaudière;251;Lévis;1211;RLS Alphonse-Desjardins;1;RUIS Université Laval;1;2;1; ;N;;1981/03/31 00:00:00+00;-71.246677;46.749831;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-71.2466769998072;46.7498309999195
1315;52492840;CHSLD ROBERT-CLICHE;CHSLD ROBERT-CLICHE;11045200;Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal;CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;3730, rue de Bellechasse; ;H1X3E5;(514) 374-8660;66023;Montréal;6531;Rosemont;660;Montréal;653;RLS de Hochelaga - Mercier-Ouest - Rosemont;2;RUIS Université de Montréal;1;2;1; ;N;;1982/03/19 00:00:00+00;-73.578767;45.557575;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5787669995434;45.5575750000652
1316;52502747;CHSLD VAL-JOLI;CHSLD VAL-JOLI;11045291;Centre intégré de santé et de services sociaux de la Montérégie-Centre;CISSS DE LA MONTÉRÉGIE-CENTRE;16;Montérégie;1425, rue Notre-Dame; ;J0L1T0;(450) 469-3194;55023;Saint-Césaire;16121;Chambly-Carignan-Marieville;550;Rouville;1612;RLS du Haut-Richelieu - Rouville;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1982/03/31 00:00:00+00;-73.001581;45.407654;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.0015810002403;45.4076540002544
1317;52503752;CHSLD SAINT-JOSEPH;CHSLD SAINT-JOSEPH;11045291;Centre intégré de santé et de services sociaux de la Montérégie-Centre;CISSS DE LA MONTÉRÉGIE-CENTRE;16;Montérégie;100, rue Martel; ;J3L1V3;(450) 658-6271;57005;Chambly;16121;Chambly-Carignan-Marieville;570;La Vallée-du-Richelieu;1612;RLS du Haut-Richelieu - Rouville;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1982/03/31 00:00:00+00;-73.291568;45.450609;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.291567999553;45.4506089999416
1318;52504065;CAMPUS PRÉVOST;CAMPUS PRÉVOST;11045168;Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal;CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL;15;Laurentides;3065, boulevard du Curé-Labelle, route; ;J0R1T0;(514) 224-8234;75040;Prévost;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;1974/01/01 00:00:00+00;-74.085579;45.878062;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-74.0855789995275;45.8780620001
1319;52527314;CAMPUS DORVAL;CAMPUS DORVAL;11045168;Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal;CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;825, avenue Dawson; ;H9S1X4;(514) 636-0910;66087;Dorval;6121;Lachine;660;Montréal;612;RLS de Dorval - Lachine - Lasalle;3;RUIS Université McGill;1;2;1; ;N;;1977/09/03 00:00:00+00;-73.742277;45.441992;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.7422769996505;45.4419919996593
1320;52527348;FOYER DE GROUPE TOBIN HOUSE;FOYER DE GROUPE TOBIN HOUSE;11045168;Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal;CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;413, avenue Wolseley; ;H4X1W4;(514) 488-6769;66047;Montréal-Ouest;6212;Notre-Dame-de-Grâce - Montréal-Ouest;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1982/05/25 00:00:00+00;-73.657599;45.456358;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.6575989997981;45.456357999819
1321;52527355;FOYER DE GROUPE HAWKINS;FOYER DE GROUPE HAWKINS;11045168;Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal;CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;5455, chemin de la Côte-Saint-Antoine; ;H4A1R1;(514) 481-5207;66023;Montréal;6212;Notre-Dame-de-Grâce - Montréal-Ouest;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1982/05/22 00:00:00+00;-73.615181;45.474595;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.6151810002064;45.4745949996342
1322;52539772;PAVILLON PIERREFONDS;PAVILLON PIERREFONDS;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;5100, avenue du Château-Pierrefonds; ;H9K1P3;(514) 626-6621;66023;Montréal;6112;Pierrefonds;660;Montréal;611;RLS de Pierrefonds - Lac Saint-Louis;3;RUIS Université McGill;1;2;1; ;N;;1982/04/01 00:00:00+00;-73.897342;45.464795;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.8973419994493;45.4647949995911
1323;52540408;ATELIER PSIS VALLEYFIELD;ATELIER PSIS VALLEYFIELD;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;310, rue Salaberry Ouest; ;J6T2J8;(450) 373-8444;70052;Salaberry-de-Valleyfield;16321;Valleyfield-Beauharnois;700;Beauharnois-Salaberry;1632;RLS du Suroît;3;RUIS Université McGill;1;2;1; ;N;;1982/06/13 00:00:00+00;-74.134363;45.250579;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-74.1343630001171;45.2505790003296
1324;52540457;ATELIER PSIS CHÂTEAUGUAY;ATELIER PSIS CHÂTEAUGUAY;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;1200, boulevard Ford; ;J6J4Z2;(514) 698-0600;67050;Châteauguay;16341;Châteauguay-Mercier;670;Roussillon;1634;RLS de Jardins-Roussillon;3;RUIS Université McGill;1;2;1; ;N;;1982/06/13 00:00:00+00;-73.69145;45.346831;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.6914500006117;45.3468309997205
1325;52571767;SOUS-RÉGION DE VAL-D'OR;SOUS-RÉGION DE VAL-D'OR;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;1220, 7e Rue; ;J9P5S7;(819) 825-4821;89008;Val-d'Or;8141;Vallée-de-l'Or;890;La Vallée-de-l'Or;814;RLS de la Vallée-de-l'Or;3;RUIS Université McGill;1;2;1; ;N;;1982/09/08 00:00:00+00;-77.787149;48.103194;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-77.7871489997014;48.1031940003406
1326;52573532;DISPENSAIRE DE QUAQTAQ;DISPENSAIRE DE QUAQTAQ;12730628;Centre de santé Tulattavik de l'Ungava;CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA;17;Nunavik;Quaqtaq; ;J0M1J0;(819) 492-9977;99115;Quaqtaq;17012;Ungava;992;Administration régionale Kativik; ; ;3;RUIS Université McGill;1;2;1; ;N;2010/05/03 00:00:00+00;1982/08/13 00:00:00+00;-69.632741;61.04701;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-69.6327410001511;61.0470100001085
1327;52573557;DISPENSAIRE DE KANGIQSUALUJJUAQ;DISPENSAIRE DE KANGIQSUALUJJUAQ;12730628;Centre de santé Tulattavik de l'Ungava;CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA;17;Nunavik;Kangiqsualujjuaq; ;J0M1N0;(819) 337-5312;99090;Kangiqsualujjuaq;17012;Ungava;992;Administration régionale Kativik; ; ;3;RUIS Université McGill;1;2;1; ;N;2010/05/03 00:00:00+00;1982/08/13 00:00:00+00;-65.954311;58.694913;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-65.9543110000969;58.6949129998094
1328;52573581;DISPENSAIRE DE KANGIRSUK;DISPENSAIRE DE KANGIRSUK;12730628;Centre de santé Tulattavik de l'Ungava;CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA;17;Nunavik;Kangirsuk; ;J0M1A0;(819) 935-4255;99110;Kangirsuk;17012;Ungava;992;Administration régionale Kativik; ; ;3;RUIS Université McGill;1;2;1; ;N;2010/05/03 00:00:00+00;1982/08/13 00:00:00+00;-70.015681;60.01877;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-70.015680999588;60.0187700002945
1329;52573599;DISPENSAIRE D'AUPALUK;DISPENSAIRE D'AUPALUK;12730628;Centre de santé Tulattavik de l'Ungava;CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA;17;Nunavik;Aupaluk; ;J0M1X0;(819) 491-7077;99105;Aupaluk;17012;Ungava;992;Administration régionale Kativik; ; ;3;RUIS Université McGill;1;2;1; ;N;2010/05/03 00:00:00+00;1982/08/13 00:00:00+00;-69.603279;59.300156;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-69.6032790004609;59.3001559996097
1330;52573607;DISPENSAIRE DE KANGIQSUJUAQ;DISPENSAIRE DE KANGIQSUJUAQ;12730628;Centre de santé Tulattavik de l'Ungava;CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA;17;Nunavik;Kangiqsujuaq; ;J0M1K0;(819) 338-3303;99130;Kangiqsujuaq;17012;Ungava;992;Administration régionale Kativik; ; ;3;RUIS Université McGill;1;2;1; ;N;2010/05/03 00:00:00+00;1982/08/13 00:00:00+00;-71.956316;61.599204;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-71.9563160001808;61.5992039997302
1331;52573615;DISPENSAIRE DE TASIUJAQ;DISPENSAIRE DE TASIUJAQ;12730628;Centre de santé Tulattavik de l'Ungava;CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA;17;Nunavik;Tasiujaq; ;J0M1T0;(819) 633-9977;99100;Tasiujaq;17012;Ungava;992;Administration régionale Kativik; ; ;3;RUIS Université McGill;1;2;1; ;N;2010/05/03 00:00:00+00;1982/08/13 00:00:00+00;-69.927568;58.696724;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-69.9275680002802;58.6967239999284
1332;52573706;DISPENSAIRE D'IVUJIVIK;DISPENSAIRE D'IVUJIVIK;18456327;Centre de sante inuulitsivik - inuulitsivik healthcenter;CENTRE DE SANTE INUULITSIVIK;17;Nunavik;ivujivik; ;J0M1H0;(819) 922-9977;99140;Ivujivik; ; ;992;Administration régionale Kativik; ; ; ; ;1;2;1; ;N;2010/05/03 00:00:00+00;1982/04/01 00:00:00+00;-77.913885;62.416159;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-77.913884999927;62.4161590004072
1333;52573714;DISPENSAIRE D'AKULIVIK;DISPENSAIRE D'AKULIVIK;18456327;Centre de sante inuulitsivik - inuulitsivik healthcenter;CENTRE DE SANTE INUULITSIVIK;17;Nunavik;akulivik; ;J0M1V0;(819) 496-2020;99125;Akulivik; ; ;992;Administration régionale Kativik; ; ; ; ;1;2;1; ;N;2010/05/03 00:00:00+00;1982/04/01 00:00:00+00;-78.195729;60.808545;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-78.1957289994327;60.8085450002871
