FID;nom_servic;no_cvq;rue;ville;cp;en_caserne;Y;X
935;Service de sécurité incendie KamEst;122;Route de l'Église;Saint-Joseph-de-Kamouraska;G0L3P0;0;-69.6424301401246;47.6111252456893
936;Service de sécurité incendie KamEst;198;Route 132 Ouest;Saint-André;G0L2H0;0;-69.7342944237297;47.6695024537942
937;Régie intermunicipale de protection contre les incendies de Coaticook; ;Rue Adams;Coaticook;J1A1K3;0;-71.8059247926698;45.1347113767529
938;Régie intermunicipale de sécurité publique des Chutes; ;Rue Principale;Daveluyville;G0Z1C0;0;-72.1410314534081;46.2116436358846
939;Régie intermunicipale des 3 Monts; ;Chemin Saint-Rémi;Saint-Adrien;J0A1C0;0;-71.7210068726203;45.8203830984433
940;Régie intermunicipale des 3 Monts; ;Rue Principale;Ham-Nord;G0P1A0;0;-71.6435173359027;45.9033237895409
941;Régie intermunicipale des 3 Monts; ;Rue Principale;Notre-Dame-de-Ham;G0P1C0;0;-71.7343477982456;45.9082128490373
942;Régie intermunicipale de protection contre les incendies Grand-Saint-Esprit/Sainte-Monique; ;Route Principale;Grand-Saint-Esprit;J0G1B0;0;-72.4963661610613;46.1818547325375
943;Régie intermunicipale de protection contre les incendies d'East-Angus; ;Rue Bilodeau;East Angus;J0B1R0;0;-71.660779040375;45.4856825942367
944;Régie intermunicipale de protection contre les incendies Lac Saint-Pierre; ;Rue de l'Église;Baie-du-Febvre;J0G1A0;0;-72.7179946681713;46.1394819157238
945;Régie intermunicipale de protection contre les incendies Lac Saint-Pierre; ;Rang Saint-Pierre;Saint-Zéphirin-de-Courval;J0G1V0;0;-72.6149955034685;46.0520058058835
946;Régie intermunicipale de protection contre les incendies Louis-Aimé-Massue; ;Rue Saint-Pierre;Massueville;J0G1K0;0;-72.9366696277539;45.912365849684
947;Régie intermunicipale de protection contre les incendies Pierreville/Saint-François; ;Rue Trahan;Pierreville;J0G1J0;0;-72.8109249931578;46.0694040145363
948;Service de sécurité incendie région de Richmond (Régie); ;Rue Hayes;Richmond;J0B2H0;0;-72.125612943921;45.6636144450443
949;Régie intermunicipale de protection contre les incendies de Roussillon; ;7e Avenue Ouest;Macamic;J0Z2S0;0;-79.002591482746;48.7556533881604
950;Régie intermunicipale de protection contre les incendies de Valcourt; ;Rue de l'Église;Bonsecours;J0E1H0;0;-72.3037831582196;45.4069978838465
951;Régie intermunicipale de protection contre les incendies de Valcourt; ;Avenue du Parc;Valcourt;J0E2L0;0;-72.314010015935;45.4927762333257
952;Régie intermunicipale de protection contre les incendies de Valcourt; ;Chemin du Grand-Brompton;Racine;J0E1Y0;0;-72.201060832246;45.4826000331936
953;Régie intermunicipale de protection contre les incendies de Windsor; ;Rue Saint-Georges;Windsor;J1S1K5;0;-71.9924176515315;45.5771858828198
954;Régie intermunicipale de protection contre les incendies de Windsor; ;Rue Principale;Saint-François-Xavier-de-Brompton;J0B2V0;0;-72.0454419655995;45.5404375741983
955;Service d'incendie de la MRC D'Autray; ;Rue Principale;Saint-Cuthbert;J0K2C0;0;-73.2188892472639;46.1486761586072
956;Service d'incendie de la MRC D'Autray; ;Rue Louis-Joseph-Doucet;Lanoraie;J0K1E0;0;-73.2293522425186;45.9627759171919
957;Service d'incendie de la MRC D'Autray; ;Rue Desjardins;Mandeville;J0K1L0;0;-73.3544041853937;46.3575181714509
958;Service d'incendie de la MRC D'Autray; ;Rue des Loisirs;Saint-Norbert;J0K3C0;0;-73.3140584080773;46.1709709339491
959;Service d'incendie de la MRC D'Autray; ;Rue Principale;Sainte-Élisabeth;J0K2J0;0;-73.3506879282083;46.095765990499
960;Service d'incendie de la MRC D'Autray; ;Rue Bonin;Saint-Barthélemy;J0K1X0;0;-73.1176217152296;46.1905500490994
961;Service d'incendie de la MRC D'Autray; ;Rue De Montcalm;Berthierville;J0K1A0;0;-73.1757157231517;46.0840854040462
962;Service d'incendie de la MRC D'Autray; ;Rue Turnbull;Lavaltrie;J5T0A4;0;-73.2856047035444;45.8786005024898
963;Service d'incendie de la MRC D'Autray; ;Rue Beausoleil;Saint-Gabriel;J0K2N0;0;-73.3824600245405;46.2934595658397
964;Service d'incendie de la MRC La Matapédia;1040;Route 195;Saint-Vianney;G0J3J0;0;-67.4105482776522;48.616714360808
965;Service d'incendie de la MRC La Matapédia;264;Rue Plourde;Saint-Léon-le-Grand;G0J2W0;0;-67.506239748434;48.3814451224824
966;Service d'incendie de la MRC La Matapédia;1;Rue Saint-Jacques Nord;Causapscal;G0J1J0;0;-67.2218264878499;48.3546827308043
967;Service d'incendie de la MRC La Matapédia;16;Rue Marcheterre;Sayabec;G0J3K0;0;-67.6851317080802;48.5633565203432
968;Service d'incendie de la MRC La Matapédia;39;Rue Saint-François;Saint-Noël;G0J3A0;0;-67.8369212194012;48.5850002349512
969;Service d'incendie de la MRC La Matapédia;24;Place de la Municipalité;Lac-au-Saumon;G0J1M0;0;-67.3429958251662;48.4195184430471
970;Service d'incendie de la MRC La Matapédia;58;Rue Saint-Pierre Est;Val-Brillant;G0J3L0;0;-67.5425618561847;48.5317655642742
971;Service d'incendie de la MRC La Matapédia; ;Rue des Ateliers;Amqui;G5J3H5;0;-67.4424473717539;48.4691792570232
972;Service d'incendie de la MRC La Matanie; ; ;Saint-Léandre; ;0;-67.6087306180211;48.7097481085681
973;Service d'incendie de la MRC La Matanie;104;Route des Fonds;Les Méchins;G0J1T0;0;-66.9807547945147;48.9983381111037
974;Service d'incendie de la MRC La Matanie;113;Route 132;Baie-des-Sables;G0J1C0;0;-67.8930106862196;48.7204596383497
975;Service d'incendie de la MRC La Matanie;100;Route 132 Ouest;Grosses-Roches;G0J1K0;0;-67.1708520119498;48.9375457528906
976;Service d'incendie de la MRC La Matanie;11;Rue Principale;Saint-Adelme;G0J2B0;0;-67.3237897137245;48.8265314006241
977;Service d'incendie de la MRC La Matanie;192;Rue Saint-Joseph;Sainte-Félicité;G0J2K0;0;-67.333793779598;48.8986936792381
978;Service d'incendie de la MRC La Matanie;103;Rue Banville;Sainte-Paule;G0J3C0;0;-67.5577764742989;48.6604192128286
979;Service d'incendie de la MRC La Matanie;13;Rue de la Fabrique;Saint-René-de-Matane;G0J3E0;0;-67.3872187200048;48.7072109049827
980;Service de sécurité incendie régional de la MRC de Bécancour (SSIRMB); ;Rang Saint-Antoine;Sainte-Sophie-de-Lévrard;G0X3C0;0;-72.1202703260111;46.4078940345756
981;Service de sécurité incendie régional de la MRC de Bécancour (SSIRMB); ;Chemin de la Rivière;Lemieux;G0X1S0;0;-72.1362595378057;46.2905256792347
982;Service de sécurité incendie régional de la MRC de Bécancour (SSIRMB); ;Rue Sainte-Sophie;Manseau;G0X1V0;0;-72.0078592821619;46.3755063332721
983;Service de sécurité incendie régional de la MRC de Bécancour (SSIRMB); ;Route 265;Fortierville;G0S1J0;0;-72.019614691863;46.4892703661086
984;Service de sécurité incendie régional de la MRC de Bécancour (SSIRMB); ;Route 218;Saint-Pierre-les-Becquets;G0X2Z0;0;-72.1963466190491;46.4978155839316
985;Service de sécurité incendie régional de la MRC de Bécancour (SSIRMB); ;12e Avenue;Deschaillons-sur-Saint-Laurent;G0S1G0;0;-72.1070480810049;46.5519319249707
986;Service de sécurité incendie Granby;125;Rue Simonds Sud;Granby;J2J1P7;0;-72.7542657715592;45.4079556091705
987;Service de sécurité incendie de MRC Rimouski-Neigette;222;Route 232 Est;Esprit-Saint;G0K1A0;0;-68.5486508704763;48.07744038661
988;Service de sécurité incendie de MRC Rimouski-Neigette;5;Rue Centrale Sud;La Trinité-des-Monts;G0K1B0;0;-68.471831285661;48.1265580913001
989;Service de sécurité incendie de MRC Rimouski-Neigette;20;Rue de la Gare;Saint-Anaclet-de-Lessard;G0K1H0;0;-68.423312023861;48.4783029211888
990;Service de sécurité incendie de MRC Rimouski-Neigette;181;Route Centrale;Saint-Valérien;G0L4E0;0;-68.6570306343316;48.3387224588142
991;Service de sécurité incendie de MRC Rimouski-Neigette;67;1e Rue;Saint-Fabien;G0L2Z0;0;-68.8712308733672;48.2923848960152
992;Service de sécurité incendie de MRC Rimouski-Neigette;159;Rue Principale;Saint-Eugène-de-Ladrière;G0L1P0;0;-68.7990290929119;48.2472257138378
993;Service de sécurité incendie de MRC Rimouski-Neigette; ;Rue Industrielle;Saint-Narcisse-de-Rimouski;G0K1S0;0;-68.4363992705684;48.2904382115594
994;Service de sécurité incendie Saint-Prosper; ;29e Rue;Saint-Prosper;G0M1Y0;0;-70.4817391177312;46.2119300270789
995;Service de sécurité incendie Saint-Célestin; ;Rue Marquis;Saint-Célestin;J0C1G0;0;-72.4358465041146;46.2157457266588
996;Régie intermunicipale d'incendie de Mont-Saint-Grégoire et Sainte-Brigide-d'Iberville; ;Rue Principale;Sainte-Brigide-d'Iberville;J0J1X0;0;-73.0611291489088;45.3201604072876
997;Régie intermunicipale d'incendie de Mont-Saint-Grégoire et Sainte-Brigide-d'Iberville; ;Boulevard du Frère-André;Mont-Saint-Grégoire;J0J1K0;0;-73.1598090899011;45.335802740112
998;Service incendie Saint-Stanislas-de-Kostka; ;Rue Centrale;Saint-Stanislas-de-Kostka;J0S1W0;0;-74.1285107780038;45.1770559191824
999;Service de protection contre l'incendie de Québec;771;Rue des Rocailles;Québec;G2J1A2;0;-71.2782394668821;46.8350437099481
1000;Service de protection contre l'incendie de Québec;140;Boulevard Louis-XIV;Québec;G2K1W7;0;-71.2922759992562;46.8497243766717
1001;Service de protection contre l'incendie de Québec;2681;Boulevard Louis-XIV;Québec;G1C1C7;0;-71.1869607520791;46.8994920370328
1002;Service de protection contre l'incendie de Québec;600;Avenue des Oblats;Québec;G1N1V9;0;-71.2414710840308;46.808189904745
1003;Service de protection contre l'incendie de Québec;70;Rue des Pins Est;Québec;G1L1S8;0;-71.243530975076;46.8378646730886
1004;Service de protection contre l'incendie de Québec;9150;Boulevard de l'Ormière;Québec;G2B3K4;0;-71.3512803260977;46.8336054437853
1005;Service de protection contre l'incendie de Québec;2056;Avenue Industrielle;Québec;G3K1M9;0;-71.402532613371;46.8592753417661
1006;Service de protection contre l'incendie de Québec;1445;Avenue Maguire;Québec;G1T2W9;0;-71.250547506078;46.7796570371691
1007;Service de protection contre l'incendie de Québec;1130;Route de l'Église;Québec;G1V4X6;0;-71.2929417913687;46.7691601149165
1008;Service de protection contre l'incendie de Québec;1808;Avenue Jules-Verne;Québec;G2G2R2;0;-71.3612382479419;46.7750091065929
1009;Service de protection contre l'incendie de Québec;255;Rue Clemenceau;Québec;G1C6A4;0;-71.1826718890716;46.8790511663292
1010;Service de protection contre l'incendie de Québec;2528;Avenue Lapierre;Québec;G3E1M3;0;-71.3431329277838;46.8826058444773
1011;Service de protection contre l'incendie de Québec;4252;Rue d'Orsainville;Québec;G1G1R9;0;-71.2843915171869;46.8808643274314
1012;Service de protection contre l'incendie de Québec;2345;Rue de la Rivière-du-Berger;Québec;G1P3N6;0;-71.2944740583925;46.8101283852752
1013;Service de protection contre l'incendie de Québec;470;Boulevard des Capucins;Québec;G1J3R8;0;-71.2206070195921;46.8255153134717
1014;Service de protection contre l'incendie de Québec; ;Rue Saint-Jean;Québec;G1R1N7;0;-71.2262255010946;46.8077811733801
