"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Groupe d'âge";"Sexe";"Indicateurs";"Caractéristiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362112";"9.4.3.3.4";"12.8";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362113";"9.4.3.3.5";"7.9";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362114";"9.4.3.3.6";"20.1";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362115";"9.4.3.3.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362116";"9.4.3.4.1";"7400";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362117";"9.4.3.4.2";"3200";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362118";"9.4.3.4.3";"12800";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362119";"9.4.3.4.4";"7.2";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362120";"9.4.3.4.5";"3.7";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362121";"9.4.3.4.6";"13.5";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362122";"9.4.3.4.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362123";"9.4.3.5.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362124";"9.4.3.5.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362125";"9.4.3.5.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362126";"9.4.3.5.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362127";"9.4.3.5.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362128";"9.4.3.5.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362129";"9.4.3.5.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362130";"9.5.1.1.1";"180700";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362131";"9.5.1.1.2";"171800";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362132";"9.5.1.1.3";"190600";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362133";"9.5.1.1.4";"89.1";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362134";"9.5.1.1.5";"85.4";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362135";"9.5.1.1.6";"92.0";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362136";"9.5.1.1.7";"1";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362137";"9.5.1.2.1";"10700";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362138";"9.5.1.2.2";"7400";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362139";"9.5.1.2.3";"15600";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362140";"9.5.1.2.4";"5.3";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362141";"9.5.1.2.5";"3.6";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362142";"9.5.1.2.6";"7.7";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362143";"9.5.1.2.7";"-1";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362144";"9.5.1.3.1";"11300";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362145";"9.5.1.3.2";"7000";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362146";"9.5.1.3.3";"17100";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362147";"9.5.1.3.4";"5.6";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362148";"9.5.1.3.5";"3.5";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362149";"9.5.1.3.6";"8.7";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362150";"9.5.1.3.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362151";"9.5.1.4.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362152";"9.5.1.4.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362153";"9.5.1.4.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362154";"9.5.1.4.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362155";"9.5.1.4.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362156";"9.5.1.4.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362157";"9.5.1.4.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362158";"9.5.1.5.1";"7600";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362159";"9.5.1.5.2";"3800";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362160";"9.5.1.5.3";"12100";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362161";"9.5.1.5.4";"3.7";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362162";"9.5.1.5.5";"2.2";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362163";"9.5.1.5.6";"6.4";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362164";"9.5.1.5.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362165";"9.5.2.1.1";"97500";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362166";"9.5.2.1.2";"91400";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362167";"9.5.2.1.3";"104100";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362168";"9.5.2.1.4";"95.6";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362169";"9.5.2.1.5";"91.8";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362170";"9.5.2.1.6";"97.7";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362171";"9.5.2.1.7";"1";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362172";"9.5.2.2.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362173";"9.5.2.2.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362174";"9.5.2.2.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362175";"9.5.2.2.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362176";"9.5.2.2.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362177";"9.5.2.2.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362178";"9.5.2.2.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362179";"9.5.2.3.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362180";"9.5.2.3.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362181";"9.5.2.3.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362182";"9.5.2.3.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362183";"9.5.2.3.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362184";"9.5.2.3.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362185";"9.5.2.3.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362186";"9.5.2.4.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362187";"9.5.2.4.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362188";"9.5.2.4.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362189";"9.5.2.4.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362190";"9.5.2.4.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362191";"9.5.2.4.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362192";"9.5.2.4.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362193";"9.5.2.5.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362194";"9.5.2.5.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362195";"9.5.2.5.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362196";"9.5.2.5.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362197";"9.5.2.5.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362198";"9.5.2.5.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362199";"9.5.2.5.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362200";"9.5.3.1.1";"83200";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362201";"9.5.3.1.2";"76900";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362202";"9.5.3.1.3";"89300";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362203";"9.5.3.1.4";"82.6";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362204";"9.5.3.1.5";"76.0";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362205";"9.5.3.1.6";"87.6";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362206";"9.5.3.1.7";"0";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362207";"9.5.3.2.1";"8300";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362208";"9.5.3.2.2";"5300";"E";"";"";"0"
